,Low Income Solar House,Low Income Solar Apartment,Mid Income Solar House,Mid Income Solar Apartment,High Income Solar House,High Income Solar Apartment,Total Solar Panels,Global Adoption Rate,Clustering Score,Moran's I,Between-Class Gini
462,77,4,717,7,1151,0,1956,0.1956,0.40350381024638954,0.14611470350188743,0.46293725703731453
463,77,4,719,7,1154,0,1961,0.1961,0.4047554311719702,0.14676966445742287,0.46300122439093344
464,77,4,723,7,1155,0,1966,0.1966,0.4054058452861915,0.14653608433063123,0.46249243395656797
465,78,4,724,7,1158,0,1971,0.1971,0.4069473751799806,0.14630176024655156,0.46232937627958526
466,78,4,724,7,1161,0,1974,0.1974,0.4073322229382067,0.14710050978845027,0.46271062979204763
467,78,4,725,7,1162,0,1976,0.1976,0.40707632595930465,0.14694691354880338,0.4626793040326671
468,78,4,727,7,1166,0,1982,0.1982,0.40869290782169565,0.14824197769407113,0.4628695993121279
469,78,4,728,7,1169,0,1986,0.1986,0.4090000025735913,0.1479249492687977,0.4630901879632723
470,78,4,730,7,1172,0,1991,0.1991,0.4101181763323543,0.1483077150458173,0.4631527989383703
471,78,4,730,7,1172,0,1991,0.1991,0.4101181763323543,0.1483077150458173,0.4631527989383703
472,78,4,732,7,1173,0,1994,0.1994,0.4097905775616619,0.14792831369857365,0.4629645818092585
473,78,4,734,7,1176,0,1999,0.1999,0.4097102266230959,0.1474003030606804,0.4630272706511846
474,78,4,735,7,1176,0,2000,0.2,0.40987220014997794,0.14775813167987642,0.4628710045689998
475,78,4,736,7,1180,0,2005,0.2005,0.4103493832400472,0.1480858466996307,0.4632142722852399
476,78,4,739,7,1183,0,2011,0.2011,0.41063925289908365,0.1479048462289039,0.46312051187621384
477,79,4,741,7,1186,0,2017,0.2017,0.4113903920727742,0.14829234342315742,0.4628046683774169
478,79,4,742,7,1187,0,2019,0.2019,0.4111807833548042,0.1478464668145523,0.4627739187600623
479,80,4,743,7,1190,0,2024,0.2024,0.41183640241503744,0.1484591441241696,0.4626144683449461
480,82,4,744,7,1191,0,2028,0.2028,0.4127790644695877,0.14842949740187475,0.4618329665035348
481,82,4,745,7,1191,0,2029,0.2029,0.4127604265492771,0.1484936718466525,0.46167924506938185
482,83,4,746,7,1192,1,2033,0.2033,0.41259579088234927,0.14788969417309256,0.46139923283783996
483,83,4,747,7,1195,1,2037,0.2037,0.4130743280743281,0.14814467589429312,0.46161762274874674
484,83,4,751,7,1195,1,2041,0.2041,0.4138491419756746,0.14839774097341202,0.46100629849422264
485,83,4,752,7,1197,1,2044,0.2044,0.4139463662357884,0.14800914235654716,0.4611012369595751
486,83,4,755,7,1197,1,2047,0.2047,0.41406445632607,0.14762761409074213,0.4606444118715222
487,83,4,759,7,1197,1,2051,0.2051,0.41454189214072085,0.1475933971890326,0.4600367179499852
488,83,4,760,7,1199,1,2054,0.2054,0.4147875029453977,0.14749609090901797,0.4601327734315839
489,83,4,760,7,1200,1,2055,0.2055,0.41475246623809703,0.14755821582329218,0.46025641523599337
490,83,4,760,7,1201,1,2056,0.2056,0.4147570864708158,0.14762022312687048,0.46037990909229354
491,83,4,762,7,1202,1,2059,0.2059,0.41542291905685197,0.1480890073463466,0.4602007082890225
492,83,4,763,7,1206,1,2064,0.2064,0.4161360637961026,0.14810531168413818,0.4605420949345902
493,83,4,763,7,1208,1,2066,0.2066,0.4164484242609242,0.14850977209087313,0.4607874710397195
494,84,4,765,7,1208,1,2069,0.2069,0.4168841546562882,0.14840892935678343,0.46011812394729096
495,84,4,767,7,1210,1,2073,0.2073,0.4180184521203353,0.1489316156334326,0.46006304495916367
496,84,4,772,7,1212,1,2080,0.208,0.4189975594932284,0.14878567581270286,0.45955914116914015
497,85,4,775,7,1212,1,2084,0.2084,0.4191897786278189,0.14930254392379327,0.45874563062083845
498,85,4,780,7,1214,1,2091,0.2091,0.4195221113124416,0.14971081977153206,0.4582474778343988
499,85,4,782,7,1217,1,2096,0.2096,0.42086438579991586,0.15015227202271106,0.4583188750841902
500,85,4,784,8,1220,1,2102,0.2102,0.4219465481608339,0.14993691289554958,0.45824215259594353
501,85,4,784,8,1221,1,2103,0.2103,0.42174571686708767,0.14971520487861514,0.4583643052318189
502,85,4,786,8,1221,1,2105,0.2105,0.4221133703302034,0.14955042207714564,0.4580691324721524
503,86,4,788,9,1222,1,2110,0.211,0.42366083342126987,0.15025626772668896,0.457388422296303
504,86,4,790,9,1224,1,2114,0.2114,0.42323046928870794,0.1499249338399782,0.45733920751321816
505,86,4,791,9,1226,1,2117,0.2117,0.4235684515117139,0.14981492669702984,0.457436651898843
506,86,4,793,9,1227,1,2120,0.212,0.4234962852172484,0.14970458938958833,0.45726571824003787
507,86,4,795,9,1227,1,2122,0.2122,0.42378072268402456,0.1495386956237769,0.4569733160150058
508,86,4,795,9,1232,1,2127,0.2127,0.4250020789667849,0.15064151007314794,0.45758133117124505
509,86,4,795,9,1232,1,2127,0.2127,0.4250020789667849,0.15064151007314794,0.45758133117124505
510,87,4,797,9,1234,1,2132,0.2132,0.42563812947615765,0.1507354678736474,0.4571749803222301
511,87,4,800,9,1236,1,2137,0.2137,0.42583511206462027,0.15072906054320553,0.45698152639036965
512,87,4,802,10,1239,1,2143,0.2143,0.4261741787197182,0.15044673797186844,0.4569097586347402
513,87,4,805,10,1241,1,2148,0.2148,0.425727464520568,0.1496162971275953,0.4567177835650062
514,87,4,806,10,1242,1,2150,0.215,0.42571126886769345,0.1494487123601148,0.4566941670896596
515,87,4,808,10,1244,1,2154,0.2154,0.4269142528784722,0.15020619910531383,0.4566470600074908
516,88,4,809,10,1244,1,2156,0.2156,0.4267306432348215,0.14976481813325132,0.4561499744374025
517,88,4,810,10,1245,1,2158,0.2158,0.42710474693313283,0.15014209627897965,0.45612693926216075
518,88,4,811,10,1245,1,2159,0.2159,0.42794985368003446,0.15023273496126252,0.45598347553494295
519,88,4,816,10,1246,1,2165,0.2165,0.42816442559854484,0.15054247611068367,0.4553881975439686
520,88,4,817,10,1247,1,2167,0.2167,0.4285431145708282,0.1509167090588372,0.4553659126032448
521,89,4,819,10,1248,1,2171,0.2171,0.42895298185754616,0.15139130181081947,0.4548502413964048
522,89,4,820,10,1249,1,2173,0.2173,0.4290696125104232,0.15122088236391976,0.45482848409872895
523,89,4,822,10,1251,1,2177,0.2177,0.43045858866548525,0.15223397503702135,0.4547850844226837
524,89,4,824,10,1251,1,2179,0.2179,0.4307904288841358,0.1523331204141563,0.4545012253120846
525,89,4,824,10,1252,1,2180,0.218,0.4308812374239372,0.1521120631945374,0.4546215995624543
526,89,4,825,10,1254,1,2183,0.2183,0.43073941698425877,0.15171968183133738,0.45472027069340504
527,90,4,825,10,1257,1,2187,0.2187,0.43128682657286777,0.1521861368258069,0.45473166231598716
528,90,4,826,10,1259,1,2190,0.219,0.43118353437137713,0.15206283297335135,0.4548298352491444
529,90,4,828,10,1260,1,2193,0.2193,0.4313310086130716,0.1519392357786205,0.45466728829490305
530,90,4,830,10,1262,1,2197,0.2197,0.43232717295359663,0.15266984198380176,0.4546245594825673
531,90,4,832,10,1262,1,2199,0.2199,0.43249119009246456,0.15249683410934378,0.45434334634103957
532,91,4,834,10,1264,1,2204,0.2204,0.4322325167011815,0.15193030929714213,0.4539557394219574
533,91,4,836,10,1264,1,2206,0.2206,0.4320293413986699,0.15148956189854873,0.4536756880564277
534,91,4,838,10,1266,1,2210,0.221,0.4319195573951009,0.15114419291338582,0.4536348948664581
535,91,4,841,10,1268,1,2215,0.2215,0.43354950266382714,0.15111295098586267,0.453454856701127
536,91,4,841,10,1268,1,2215,0.2215,0.43354950266382714,0.15111295098586267,0.453454856701127
537,91,4,842,10,1268,1,2216,0.2216,0.4338053520302843,0.15088619620809696,0.4533155559697521
538,91,4,844,10,1270,1,2220,0.222,0.43434928587092697,0.1510734128220733,0.4532755515340714
539,91,4,846,10,1274,1,2226,0.2226,0.4346880574960611,0.150546826008313,0.4534731287395175
