beta1,beta2,beta3,beta4,beta5,beta6,beta7,Low Income Solar House,Low Income Solar Apartment,Mid Income Solar House,Mid Income Solar Apartment,High Income Solar House,High Income Solar Apartment,Total Solar Panels
0.49609375,0.35546875,0.56640625,0.98828125,0.98828125,0.06640625,0.11328125,277.0,121.0,570.0,54.0,604.0,30.0,9978.0
0.49609375,0.35546875,0.56640625,0.98828125,0.98828125,0.06640625,0.12890625,302.0,63.0,628.0,74.0,576.0,23.0,9968.0
0.38671875,0.20703125,0.91796875,0.81640625,0.52734375,0.55078125,0.73828125,277.0,116.0,634.0,87.0,605.0,26.0,10000.0
0.87109375,0.20703125,0.91796875,0.81640625,0.52734375,0.55078125,0.73828125,277.0,121.0,570.0,54.0,604.0,30.0,9978.0
0.38671875,0.98046875,0.91796875,0.81640625,0.52734375,0.55078125,0.73828125,278.0,140.0,593.0,61.0,565.0,22.0,9997.0
0.38671875,0.20703125,0.44140625,0.81640625,0.52734375,0.55078125,0.73828125,278.0,140.0,593.0,61.0,565.0,22.0,9997.0
0.38671875,0.20703125,0.91796875,0.36328125,0.52734375,0.55078125,0.73828125,277.0,121.0,570.0,54.0,604.0,30.0,9978.0
0.38671875,0.20703125,0.91796875,0.81640625,0.86328125,0.55078125,0.73828125,277.0,121.0,570.0,54.0,604.0,30.0,9978.0
0.38671875,0.20703125,0.91796875,0.81640625,0.52734375,0.69140625,0.73828125,277.0,121.0,570.0,54.0,604.0,30.0,9978.0
0.38671875,0.20703125,0.91796875,0.81640625,0.52734375,0.55078125,0.25390625,277.0,121.0,570.0,54.0,604.0,30.0,9978.0
0.38671875,0.98046875,0.44140625,0.36328125,0.86328125,0.69140625,0.25390625,277.0,121.0,570.0,54.0,604.0,30.0,9978.0
0.87109375,0.20703125,0.44140625,0.36328125,0.86328125,0.69140625,0.25390625,277.0,121.0,570.0,54.0,604.0,30.0,9978.0
0.87109375,0.98046875,0.91796875,0.36328125,0.86328125,0.69140625,0.25390625,277.0,121.0,570.0,54.0,604.0,30.0,9978.0
0.87109375,0.98046875,0.44140625,0.81640625,0.86328125,0.69140625,0.25390625,277.0,121.0,570.0,54.0,604.0,30.0,9978.0
0.87109375,0.98046875,0.44140625,0.36328125,0.52734375,0.69140625,0.25390625,277.0,121.0,570.0,54.0,604.0,30.0,9978.0
0.87109375,0.98046875,0.44140625,0.36328125,0.86328125,0.55078125,0.25390625,277.0,121.0,570.0,54.0,604.0,30.0,9978.0
0.87109375,0.98046875,0.44140625,0.36328125,0.86328125,0.69140625,0.73828125,277.0,121.0,570.0,54.0,604.0,30.0,9978.0
0.87109375,0.98046875,0.44140625,0.36328125,0.86328125,0.69140625,0.25390625,277.0,121.0,570.0,54.0,604.0,30.0,9978.0
0.88671875,0.70703125,0.41796875,0.31640625,0.02734375,0.05078125,0.23828125,277.0,121.0,570.0,54.0,604.0,30.0,9978.0
0.37109375,0.70703125,0.41796875,0.31640625,0.02734375,0.05078125,0.23828125,277.0,121.0,570.0,54.0,604.0,30.0,9978.0
0.88671875,0.48046875,0.41796875,0.31640625,0.02734375,0.05078125,0.23828125,261.0,81.0,566.0,53.0,598.0,19.0,9919.0
0.88671875,0.70703125,0.94140625,0.31640625,0.02734375,0.05078125,0.23828125,261.0,81.0,566.0,53.0,598.0,19.0,9919.0
0.88671875,0.70703125,0.41796875,0.86328125,0.02734375,0.05078125,0.23828125,300.0,116.0,644.0,59.0,587.0,25.0,9978.0
0.88671875,0.70703125,0.41796875,0.31640625,0.36328125,0.05078125,0.23828125,322.0,121.0,599.0,75.0,550.0,21.0,9998.0
0.88671875,0.70703125,0.41796875,0.31640625,0.02734375,0.19140625,0.23828125,322.0,121.0,599.0,75.0,550.0,21.0,9998.0
0.88671875,0.70703125,0.41796875,0.31640625,0.02734375,0.05078125,0.75390625,289.0,127.0,578.0,87.0,560.0,30.0,10000.0
0.88671875,0.48046875,0.94140625,0.86328125,0.36328125,0.19140625,0.75390625,300.0,116.0,644.0,59.0,587.0,25.0,9978.0
0.37109375,0.70703125,0.94140625,0.86328125,0.36328125,0.19140625,0.75390625,291.0,126.0,592.0,66.0,587.0,30.0,9999.0
0.37109375,0.48046875,0.41796875,0.86328125,0.36328125,0.19140625,0.75390625,278.0,140.0,593.0,61.0,565.0,22.0,9997.0
0.37109375,0.48046875,0.94140625,0.31640625,0.36328125,0.19140625,0.75390625,289.0,127.0,578.0,87.0,560.0,30.0,10000.0
0.37109375,0.48046875,0.94140625,0.86328125,0.02734375,0.19140625,0.75390625,243.0,17.0,530.0,19.0,607.0,6.0,9752.0
0.37109375,0.48046875,0.94140625,0.86328125,0.36328125,0.05078125,0.75390625,287.0,126.0,622.0,71.0,597.0,16.0,9974.0
0.37109375,0.48046875,0.94140625,0.86328125,0.36328125,0.19140625,0.23828125,292.0,161.0,588.0,72.0,594.0,19.0,9996.0
0.37109375,0.48046875,0.94140625,0.86328125,0.36328125,0.19140625,0.75390625,293.0,85.0,599.0,76.0,585.0,11.0,9997.0
0.63671875,0.45703125,0.66796875,0.56640625,0.27734375,0.30078125,0.98828125,313.0,130.0,610.0,57.0,571.0,19.0,9976.0
0.12109375,0.45703125,0.66796875,0.56640625,0.27734375,0.30078125,0.98828125,279.0,94.0,619.0,60.0,566.0,29.0,9978.0
0.63671875,0.23046875,0.66796875,0.56640625,0.27734375,0.30078125,0.98828125,260.0,73.0,573.0,30.0,578.0,19.0,9929.0
0.63671875,0.45703125,0.69140625,0.56640625,0.27734375,0.30078125,0.98828125,260.0,73.0,573.0,30.0,578.0,19.0,9929.0
0.63671875,0.45703125,0.66796875,0.61328125,0.27734375,0.30078125,0.98828125,266.0,105.0,597.0,67.0,588.0,19.0,9874.0
0.63671875,0.45703125,0.66796875,0.56640625,0.11328125,0.30078125,0.98828125,266.0,105.0,597.0,67.0,588.0,19.0,9874.0
0.63671875,0.45703125,0.66796875,0.56640625,0.27734375,0.94140625,0.98828125,266.0,105.0,597.0,67.0,588.0,19.0,9874.0
0.63671875,0.45703125,0.66796875,0.56640625,0.27734375,0.30078125,0.00390625,274.0,113.0,629.0,65.0,568.0,19.0,9981.0
0.63671875,0.23046875,0.69140625,0.61328125,0.11328125,0.94140625,0.00390625,286.0,110.0,568.0,67.0,619.0,23.0,9976.0
0.12109375,0.45703125,0.69140625,0.61328125,0.11328125,0.94140625,0.00390625,300.0,108.0,598.0,66.0,577.0,25.0,9974.0
0.12109375,0.23046875,0.66796875,0.61328125,0.11328125,0.94140625,0.00390625,259.0,116.0,616.0,75.0,571.0,16.0,10000.0
0.12109375,0.23046875,0.69140625,0.56640625,0.11328125,0.94140625,0.00390625,302.0,63.0,628.0,74.0,576.0,23.0,9968.0
0.12109375,0.23046875,0.69140625,0.61328125,0.27734375,0.94140625,0.00390625,232.0,80.0,560.0,56.0,601.0,31.0,9957.0
0.12109375,0.23046875,0.69140625,0.61328125,0.11328125,0.30078125,0.00390625,288.0,102.0,547.0,57.0,574.0,17.0,9978.0
0.12109375,0.23046875,0.69140625,0.61328125,0.11328125,0.94140625,0.98828125,232.0,80.0,560.0,56.0,601.0,31.0,9957.0
0.12109375,0.23046875,0.69140625,0.61328125,0.11328125,0.94140625,0.00390625,232.0,80.0,560.0,56.0,601.0,31.0,9957.0
0.13671875,0.95703125,0.16796875,0.06640625,0.77734375,0.80078125,0.48828125,277.0,116.0,634.0,87.0,605.0,26.0,10000.0
0.62109375,0.95703125,0.16796875,0.06640625,0.77734375,0.80078125,0.48828125,274.0,101.0,612.0,63.0,584.0,25.0,9981.0
0.13671875,0.73046875,0.16796875,0.06640625,0.77734375,0.80078125,0.48828125,260.0,73.0,573.0,30.0,578.0,19.0,9929.0
0.13671875,0.95703125,0.19140625,0.06640625,0.77734375,0.80078125,0.48828125,313.0,130.0,610.0,57.0,571.0,19.0,9976.0
0.13671875,0.95703125,0.16796875,0.11328125,0.77734375,0.80078125,0.48828125,269.0,73.0,568.0,42.0,585.0,22.0,9918.0
0.13671875,0.95703125,0.16796875,0.06640625,0.61328125,0.80078125,0.48828125,288.0,125.0,609.0,67.0,583.0,29.0,9998.0
0.13671875,0.95703125,0.16796875,0.06640625,0.77734375,0.44140625,0.48828125,288.0,125.0,609.0,67.0,583.0,29.0,9998.0
0.13671875,0.95703125,0.16796875,0.06640625,0.77734375,0.80078125,0.50390625,288.0,125.0,609.0,67.0,583.0,29.0,9998.0
0.13671875,0.73046875,0.19140625,0.11328125,0.61328125,0.44140625,0.50390625,278.0,140.0,593.0,61.0,565.0,22.0,9997.0
0.62109375,0.95703125,0.19140625,0.11328125,0.61328125,0.44140625,0.50390625,289.0,127.0,578.0,87.0,560.0,30.0,10000.0
0.62109375,0.73046875,0.16796875,0.11328125,0.61328125,0.44140625,0.50390625,289.0,127.0,578.0,87.0,560.0,30.0,10000.0
0.62109375,0.73046875,0.19140625,0.06640625,0.61328125,0.44140625,0.50390625,250.0,17.0,530.0,25.0,579.0,9.0,9772.0
0.62109375,0.73046875,0.19140625,0.11328125,0.77734375,0.44140625,0.50390625,266.0,105.0,597.0,67.0,588.0,19.0,9874.0
0.62109375,0.73046875,0.19140625,0.11328125,0.61328125,0.80078125,0.50390625,269.0,88.0,599.0,45.0,586.0,15.0,9922.0
0.62109375,0.73046875,0.19140625,0.11328125,0.61328125,0.44140625,0.48828125,269.0,88.0,599.0,45.0,586.0,15.0,9922.0
0.62109375,0.73046875,0.19140625,0.11328125,0.61328125,0.44140625,0.50390625,269.0,88.0,599.0,45.0,586.0,15.0,9922.0
0.19921875,0.01953125,0.73046875,0.25390625,0.46484375,0.98828125,0.67578125,274.0,101.0,612.0,63.0,584.0,25.0,9981.0
0.80859375,0.01953125,0.73046875,0.25390625,0.46484375,0.98828125,0.67578125,269.0,73.0,568.0,42.0,585.0,22.0,9918.0
0.19921875,0.91796875,0.73046875,0.25390625,0.46484375,0.98828125,0.67578125,309.0,71.0,596.0,54.0,581.0,20.0,9916.0
0.19921875,0.01953125,0.50390625,0.25390625,0.46484375,0.98828125,0.67578125,296.0,107.0,601.0,64.0,585.0,19.0,9980.0
0.19921875,0.01953125,0.73046875,0.05078125,0.46484375,0.98828125,0.67578125,250.0,17.0,530.0,25.0,579.0,9.0,9772.0
0.19921875,0.01953125,0.73046875,0.25390625,0.67578125,0.98828125,0.67578125,250.0,17.0,530.0,25.0,579.0,9.0,9772.0
0.19921875,0.01953125,0.73046875,0.25390625,0.46484375,0.12890625,0.67578125,309.0,71.0,596.0,54.0,581.0,20.0,9916.0
0.19921875,0.01953125,0.73046875,0.25390625,0.46484375,0.98828125,0.06640625,313.0,130.0,610.0,57.0,571.0,19.0,9976.0
0.19921875,0.91796875,0.50390625,0.05078125,0.67578125,0.12890625,0.06640625,269.0,73.0,568.0,42.0,585.0,22.0,9918.0
0.80859375,0.01953125,0.50390625,0.05078125,0.67578125,0.12890625,0.06640625,277.0,121.0,570.0,54.0,604.0,30.0,9978.0
0.80859375,0.91796875,0.73046875,0.05078125,0.67578125,0.12890625,0.06640625,277.0,121.0,570.0,54.0,604.0,30.0,9978.0
0.80859375,0.91796875,0.50390625,0.25390625,0.67578125,0.12890625,0.06640625,260.0,73.0,573.0,30.0,578.0,19.0,9929.0
0.80859375,0.91796875,0.50390625,0.05078125,0.46484375,0.12890625,0.06640625,269.0,73.0,568.0,42.0,585.0,22.0,9918.0
0.80859375,0.91796875,0.50390625,0.05078125,0.67578125,0.98828125,0.06640625,277.0,121.0,570.0,54.0,604.0,30.0,9978.0
0.80859375,0.91796875,0.50390625,0.05078125,0.67578125,0.12890625,0.67578125,269.0,108.0,553.0,73.0,592.0,26.0,9986.0
0.80859375,0.91796875,0.50390625,0.05078125,0.67578125,0.12890625,0.06640625,264.0,78.0,577.0,37.0,607.0,23.0,9937.0
0.69921875,0.51953125,0.23046875,0.75390625,0.96484375,0.48828125,0.17578125,243.0,17.0,530.0,19.0,607.0,6.0,9752.0
0.30859375,0.51953125,0.23046875,0.75390625,0.96484375,0.48828125,0.17578125,264.0,78.0,577.0,37.0,607.0,23.0,9937.0
0.69921875,0.41796875,0.23046875,0.75390625,0.96484375,0.48828125,0.17578125,259.0,116.0,616.0,75.0,571.0,16.0,10000.0
0.69921875,0.51953125,0.00390625,0.75390625,0.96484375,0.48828125,0.17578125,259.0,116.0,616.0,75.0,571.0,16.0,10000.0
0.69921875,0.51953125,0.23046875,0.55078125,0.96484375,0.48828125,0.17578125,259.0,116.0,616.0,75.0,571.0,16.0,10000.0
0.69921875,0.51953125,0.23046875,0.75390625,0.17578125,0.48828125,0.17578125,259.0,116.0,616.0,75.0,571.0,16.0,10000.0
0.69921875,0.51953125,0.23046875,0.75390625,0.96484375,0.62890625,0.17578125,259.0,116.0,616.0,75.0,571.0,16.0,10000.0
0.69921875,0.51953125,0.23046875,0.75390625,0.96484375,0.48828125,0.56640625,259.0,116.0,616.0,75.0,571.0,16.0,10000.0
0.69921875,0.41796875,0.00390625,0.55078125,0.17578125,0.62890625,0.56640625,283.0,107.0,641.0,68.0,554.0,21.0,9961.0
0.30859375,0.51953125,0.00390625,0.55078125,0.17578125,0.62890625,0.56640625,274.0,113.0,629.0,65.0,568.0,19.0,9981.0
0.30859375,0.41796875,0.23046875,0.55078125,0.17578125,0.62890625,0.56640625,274.0,113.0,629.0,65.0,568.0,19.0,9981.0
0.30859375,0.41796875,0.00390625,0.75390625,0.17578125,0.62890625,0.56640625,261.0,81.0,566.0,53.0,598.0,19.0,9919.0
0.30859375,0.41796875,0.00390625,0.55078125,0.96484375,0.62890625,0.56640625,308.0,144.0,570.0,64.0,568.0,26.0,9978.0
0.30859375,0.41796875,0.00390625,0.55078125,0.17578125,0.48828125,0.56640625,243.0,17.0,530.0,19.0,607.0,6.0,9752.0
0.30859375,0.41796875,0.00390625,0.55078125,0.17578125,0.62890625,0.17578125,277.0,139.0,591.0,68.0,581.0,28.0,9999.0
0.30859375,0.41796875,0.00390625,0.55078125,0.17578125,0.62890625,0.56640625,300.0,116.0,644.0,59.0,587.0,25.0,9978.0
0.94921875,0.26953125,0.98046875,0.00390625,0.71484375,0.23828125,0.92578125,282.0,103.0,595.0,68.0,553.0,12.0,9999.0
0.05859375,0.26953125,0.98046875,0.00390625,0.71484375,0.23828125,0.92578125,266.0,130.0,596.0,76.0,574.0,21.0,9983.0
0.94921875,0.16796875,0.98046875,0.00390625,0.71484375,0.23828125,0.92578125,278.0,128.0,603.0,61.0,581.0,20.0,9986.0
0.94921875,0.26953125,0.25390625,0.00390625,0.71484375,0.23828125,0.92578125,286.0,79.0,571.0,34.0,577.0,24.0,9919.0
0.94921875,0.26953125,0.98046875,0.80078125,0.71484375,0.23828125,0.92578125,274.0,101.0,612.0,63.0,584.0,25.0,9981.0
0.94921875,0.26953125,0.98046875,0.00390625,0.42578125,0.23828125,0.92578125,283.0,107.0,641.0,68.0,554.0,21.0,9961.0
0.94921875,0.26953125,0.98046875,0.00390625,0.71484375,0.37890625,0.92578125,283.0,107.0,641.0,68.0,554.0,21.0,9961.0
0.94921875,0.26953125,0.98046875,0.00390625,0.71484375,0.23828125,0.31640625,283.0,107.0,641.0,68.0,554.0,21.0,9961.0
0.94921875,0.16796875,0.25390625,0.80078125,0.42578125,0.37890625,0.31640625,283.0,107.0,641.0,68.0,554.0,21.0,9961.0
0.05859375,0.26953125,0.25390625,0.80078125,0.42578125,0.37890625,0.31640625,300.0,108.0,598.0,66.0,577.0,25.0,9974.0
0.05859375,0.16796875,0.98046875,0.80078125,0.42578125,0.37890625,0.31640625,300.0,108.0,598.0,66.0,577.0,25.0,9974.0
0.05859375,0.16796875,0.25390625,0.00390625,0.42578125,0.37890625,0.31640625,273.0,119.0,589.0,57.0,620.0,19.0,9977.0
0.05859375,0.16796875,0.25390625,0.80078125,0.71484375,0.37890625,0.31640625,275.0,81.0,589.0,53.0,553.0,15.0,9928.0
0.05859375,0.16796875,0.25390625,0.80078125,0.42578125,0.23828125,0.31640625,261.0,88.0,584.0,63.0,592.0,16.0,9958.0
0.05859375,0.16796875,0.25390625,0.80078125,0.42578125,0.37890625,0.92578125,261.0,88.0,584.0,63.0,592.0,16.0,9958.0
0.05859375,0.16796875,0.25390625,0.80078125,0.42578125,0.37890625,0.31640625,286.0,110.0,568.0,67.0,619.0,23.0,9976.0
0.44921875,0.76953125,0.48046875,0.50390625,0.21484375,0.73828125,0.42578125,300.0,108.0,598.0,66.0,577.0,25.0,9974.0
0.55859375,0.76953125,0.48046875,0.50390625,0.21484375,0.73828125,0.42578125,309.0,71.0,596.0,54.0,581.0,20.0,9916.0
0.44921875,0.66796875,0.48046875,0.50390625,0.21484375,0.73828125,0.42578125,277.0,116.0,634.0,87.0,605.0,26.0,10000.0
0.44921875,0.76953125,0.75390625,0.50390625,0.21484375,0.73828125,0.42578125,259.0,116.0,616.0,75.0,571.0,16.0,10000.0
0.44921875,0.76953125,0.48046875,0.30078125,0.21484375,0.73828125,0.42578125,291.0,126.0,592.0,66.0,587.0,30.0,9999.0
0.44921875,0.76953125,0.48046875,0.50390625,0.92578125,0.73828125,0.42578125,291.0,126.0,592.0,66.0,587.0,30.0,9999.0
0.44921875,0.76953125,0.48046875,0.50390625,0.21484375,0.87890625,0.42578125,291.0,126.0,592.0,66.0,587.0,30.0,9999.0
0.44921875,0.76953125,0.48046875,0.50390625,0.21484375,0.73828125,0.81640625,292.0,161.0,588.0,72.0,594.0,19.0,9996.0
0.44921875,0.66796875,0.75390625,0.30078125,0.92578125,0.87890625,0.81640625,300.0,108.0,598.0,66.0,577.0,25.0,9974.0
0.55859375,0.76953125,0.75390625,0.30078125,0.92578125,0.87890625,0.81640625,232.0,80.0,560.0,56.0,601.0,31.0,9957.0
0.55859375,0.66796875,0.48046875,0.30078125,0.92578125,0.87890625,0.81640625,296.0,107.0,601.0,64.0,585.0,19.0,9980.0
0.55859375,0.66796875,0.75390625,0.50390625,0.92578125,0.87890625,0.81640625,296.0,107.0,601.0,64.0,585.0,19.0,9980.0
0.55859375,0.66796875,0.75390625,0.30078125,0.21484375,0.87890625,0.81640625,269.0,73.0,568.0,42.0,585.0,22.0,9918.0
0.55859375,0.66796875,0.75390625,0.30078125,0.92578125,0.73828125,0.81640625,290.0,105.0,631.0,64.0,610.0,21.0,9975.0
0.55859375,0.66796875,0.75390625,0.30078125,0.92578125,0.87890625,0.42578125,269.0,108.0,553.0,73.0,592.0,26.0,9986.0
0.55859375,0.66796875,0.75390625,0.30078125,0.92578125,0.87890625,0.81640625,264.0,78.0,577.0,37.0,607.0,23.0,9937.0
0.32421875,0.39453125,0.10546875,0.62890625,0.08984375,0.86328125,0.80078125,232.0,80.0,560.0,56.0,601.0,31.0,9957.0
0.18359375,0.39453125,0.10546875,0.62890625,0.08984375,0.86328125,0.80078125,216.0,13.0,595.0,19.0,583.0,14.0,9746.0
0.32421875,0.04296875,0.10546875,0.62890625,0.08984375,0.86328125,0.80078125,292.0,161.0,588.0,72.0,594.0,19.0,9996.0
0.32421875,0.39453125,0.12890625,0.62890625,0.08984375,0.86328125,0.80078125,309.0,71.0,596.0,54.0,581.0,20.0,9916.0
0.32421875,0.39453125,0.10546875,0.92578125,0.08984375,0.86328125,0.80078125,287.0,126.0,622.0,71.0,597.0,16.0,9974.0
0.32421875,0.39453125,0.10546875,0.62890625,0.80078125,0.86328125,0.80078125,294.0,95.0,641.0,74.0,555.0,18.0,9962.0
0.32421875,0.39453125,0.10546875,0.62890625,0.08984375,0.25390625,0.80078125,277.0,139.0,591.0,68.0,581.0,28.0,9999.0
0.32421875,0.39453125,0.10546875,0.62890625,0.08984375,0.86328125,0.69140625,277.0,116.0,634.0,87.0,605.0,26.0,10000.0
0.32421875,0.04296875,0.12890625,0.92578125,0.80078125,0.25390625,0.69140625,293.0,85.0,599.0,76.0,585.0,11.0,9997.0
0.18359375,0.39453125,0.12890625,0.92578125,0.80078125,0.25390625,0.69140625,292.0,161.0,588.0,72.0,594.0,19.0,9996.0
0.18359375,0.04296875,0.10546875,0.92578125,0.80078125,0.25390625,0.69140625,243.0,17.0,530.0,19.0,607.0,6.0,9752.0
0.18359375,0.04296875,0.12890625,0.62890625,0.80078125,0.25390625,0.69140625,243.0,17.0,530.0,19.0,607.0,6.0,9752.0
0.18359375,0.04296875,0.12890625,0.92578125,0.08984375,0.25390625,0.69140625,266.0,105.0,597.0,67.0,588.0,19.0,9874.0
0.18359375,0.04296875,0.12890625,0.92578125,0.80078125,0.86328125,0.69140625,259.0,116.0,616.0,75.0,571.0,16.0,10000.0
0.18359375,0.04296875,0.12890625,0.92578125,0.80078125,0.25390625,0.80078125,274.0,113.0,629.0,65.0,568.0,19.0,9981.0
0.18359375,0.04296875,0.12890625,0.92578125,0.80078125,0.25390625,0.69140625,261.0,88.0,584.0,63.0,592.0,16.0,9958.0
0.82421875,0.89453125,0.60546875,0.12890625,0.58984375,0.36328125,0.30078125,273.0,135.0,590.0,65.0,601.0,27.0,10000.0
0.68359375,0.89453125,0.60546875,0.12890625,0.58984375,0.36328125,0.30078125,269.0,108.0,553.0,73.0,592.0,26.0,9986.0
0.82421875,0.54296875,0.60546875,0.12890625,0.58984375,0.36328125,0.30078125,291.0,79.0,578.0,59.0,587.0,24.0,9947.0
0.82421875,0.89453125,0.62890625,0.12890625,0.58984375,0.36328125,0.30078125,278.0,128.0,603.0,61.0,581.0,20.0,9986.0
0.82421875,0.89453125,0.60546875,0.42578125,0.58984375,0.36328125,0.30078125,277.0,116.0,634.0,87.0,605.0,26.0,10000.0
0.82421875,0.89453125,0.60546875,0.12890625,0.30078125,0.36328125,0.30078125,287.0,126.0,622.0,71.0,597.0,16.0,9974.0
0.82421875,0.89453125,0.60546875,0.12890625,0.58984375,0.75390625,0.30078125,277.0,116.0,634.0,87.0,605.0,26.0,10000.0
0.82421875,0.89453125,0.60546875,0.12890625,0.58984375,0.36328125,0.19140625,277.0,116.0,634.0,87.0,605.0,26.0,10000.0
0.82421875,0.54296875,0.62890625,0.42578125,0.30078125,0.75390625,0.19140625,277.0,116.0,634.0,87.0,605.0,26.0,10000.0
0.68359375,0.89453125,0.62890625,0.42578125,0.30078125,0.75390625,0.19140625,300.0,116.0,644.0,59.0,587.0,25.0,9978.0
0.68359375,0.54296875,0.60546875,0.42578125,0.30078125,0.75390625,0.19140625,288.0,102.0,547.0,57.0,574.0,17.0,9978.0
0.68359375,0.54296875,0.62890625,0.12890625,0.30078125,0.75390625,0.19140625,283.0,107.0,641.0,68.0,554.0,21.0,9961.0
0.68359375,0.54296875,0.62890625,0.42578125,0.58984375,0.75390625,0.19140625,286.0,79.0,571.0,34.0,577.0,24.0,9919.0
0.68359375,0.54296875,0.62890625,0.42578125,0.30078125,0.36328125,0.19140625,275.0,125.0,568.0,66.0,601.0,24.0,9995.0
0.68359375,0.54296875,0.62890625,0.42578125,0.30078125,0.75390625,0.30078125,279.0,94.0,619.0,60.0,566.0,29.0,9978.0
0.68359375,0.54296875,0.62890625,0.42578125,0.30078125,0.75390625,0.19140625,279.0,94.0,619.0,60.0,566.0,29.0,9978.0
0.57421875,0.14453125,0.35546875,0.87890625,0.83984375,0.11328125,0.55078125,290.0,105.0,631.0,64.0,610.0,21.0,9975.0
0.93359375,0.14453125,0.35546875,0.87890625,0.83984375,0.11328125,0.55078125,269.0,108.0,553.0,73.0,592.0,26.0,9986.0
0.57421875,0.79296875,0.35546875,0.87890625,0.83984375,0.11328125,0.55078125,246.0,103.0,639.0,66.0,586.0,24.0,9975.0
0.57421875,0.14453125,0.87890625,0.87890625,0.83984375,0.11328125,0.55078125,245.0,111.0,584.0,94.0,650.0,21.0,9892.0
0.57421875,0.14453125,0.35546875,0.17578125,0.83984375,0.11328125,0.55078125,291.0,79.0,578.0,59.0,587.0,24.0,9947.0
0.57421875,0.14453125,0.35546875,0.87890625,0.05078125,0.11328125,0.55078125,291.0,79.0,578.0,59.0,587.0,24.0,9947.0
0.57421875,0.14453125,0.35546875,0.87890625,0.83984375,0.00390625,0.55078125,266.0,105.0,597.0,67.0,588.0,19.0,9874.0
0.57421875,0.14453125,0.35546875,0.87890625,0.83984375,0.11328125,0.94140625,302.0,63.0,628.0,74.0,576.0,23.0,9968.0
0.57421875,0.79296875,0.87890625,0.17578125,0.05078125,0.00390625,0.94140625,269.0,73.0,568.0,42.0,585.0,22.0,9918.0
0.93359375,0.14453125,0.87890625,0.17578125,0.05078125,0.00390625,0.94140625,288.0,125.0,609.0,67.0,583.0,29.0,9998.0
0.93359375,0.79296875,0.35546875,0.17578125,0.05078125,0.00390625,0.94140625,260.0,73.0,573.0,30.0,578.0,19.0,9929.0
0.93359375,0.79296875,0.87890625,0.87890625,0.05078125,0.00390625,0.94140625,274.0,113.0,629.0,65.0,568.0,19.0,9981.0
0.93359375,0.79296875,0.87890625,0.17578125,0.83984375,0.00390625,0.94140625,274.0,113.0,629.0,65.0,568.0,19.0,9981.0
0.93359375,0.79296875,0.87890625,0.17578125,0.05078125,0.11328125,0.94140625,300.0,116.0,644.0,59.0,587.0,25.0,9978.0
0.93359375,0.79296875,0.87890625,0.17578125,0.05078125,0.00390625,0.55078125,292.0,161.0,588.0,72.0,594.0,19.0,9996.0
0.93359375,0.79296875,0.87890625,0.17578125,0.05078125,0.00390625,0.94140625,243.0,17.0,530.0,19.0,607.0,6.0,9752.0
0.07421875,0.64453125,0.85546875,0.37890625,0.33984375,0.61328125,0.05078125,313.0,130.0,610.0,57.0,571.0,19.0,9976.0
0.43359375,0.64453125,0.85546875,0.37890625,0.33984375,0.61328125,0.05078125,269.0,88.0,599.0,45.0,586.0,15.0,9922.0
0.07421875,0.29296875,0.85546875,0.37890625,0.33984375,0.61328125,0.05078125,269.0,108.0,553.0,73.0,592.0,26.0,9986.0
0.07421875,0.64453125,0.37890625,0.37890625,0.33984375,0.61328125,0.05078125,264.0,78.0,577.0,37.0,607.0,23.0,9937.0
0.07421875,0.64453125,0.85546875,0.67578125,0.33984375,0.61328125,0.05078125,291.0,126.0,592.0,66.0,587.0,30.0,9999.0
0.07421875,0.64453125,0.85546875,0.37890625,0.55078125,0.61328125,0.05078125,287.0,126.0,622.0,71.0,597.0,16.0,9974.0
0.07421875,0.64453125,0.85546875,0.37890625,0.33984375,0.50390625,0.05078125,300.0,108.0,598.0,66.0,577.0,25.0,9974.0
0.07421875,0.64453125,0.85546875,0.37890625,0.33984375,0.61328125,0.44140625,300.0,108.0,598.0,66.0,577.0,25.0,9974.0
0.07421875,0.29296875,0.37890625,0.67578125,0.55078125,0.50390625,0.44140625,277.0,116.0,634.0,87.0,605.0,26.0,10000.0
0.43359375,0.64453125,0.37890625,0.67578125,0.55078125,0.50390625,0.44140625,292.0,135.0,586.0,72.0,581.0,31.0,9998.0
0.43359375,0.29296875,0.85546875,0.67578125,0.55078125,0.50390625,0.44140625,277.0,116.0,634.0,87.0,605.0,26.0,10000.0
0.43359375,0.29296875,0.37890625,0.37890625,0.55078125,0.50390625,0.44140625,245.0,111.0,584.0,94.0,650.0,21.0,9892.0
0.43359375,0.29296875,0.37890625,0.67578125,0.33984375,0.50390625,0.44140625,288.0,102.0,547.0,57.0,574.0,17.0,9978.0
0.43359375,0.29296875,0.37890625,0.67578125,0.55078125,0.61328125,0.44140625,292.0,161.0,588.0,72.0,594.0,19.0,9996.0
0.43359375,0.29296875,0.37890625,0.67578125,0.55078125,0.50390625,0.05078125,278.0,128.0,603.0,61.0,581.0,20.0,9986.0
0.43359375,0.29296875,0.37890625,0.67578125,0.55078125,0.50390625,0.44140625,292.0,135.0,586.0,72.0,581.0,31.0,9998.0
0.10546875,0.17578125,0.19921875,0.59765625,0.68359375,0.33203125,0.33203125,269.0,73.0,568.0,42.0,585.0,22.0,9918.0
