Low Income Solar House,Low Income Solar Apartment,Mid Income Solar House,Mid Income Solar Apartment,High Income Solar House,High Income Solar Apartment,Total Solar Panels,Global Adoption Rate,Clustering Score,Moran's I,Between-Class Gini
89,9,358,6,274,1,737,0.0737,0.15651148564988457,0.04302032422020839,0.27868205180286837
90,9,362,6,277,1,745,0.0745,0.1574919524919525,0.04354322964894711,0.2787407944023963
93,9,365,6,285,1,759,0.0759,0.16008280257292115,0.04631947525600293,0.28072828999037425
94,9,370,7,285,1,766,0.0766,0.16233327884763918,0.04765202010397116,0.2780972102506903
95,9,373,7,287,2,773,0.0773,0.16378425369369742,0.04828674886054468,0.27843542944731636
96,9,379,7,291,2,784,0.0784,0.1692815510736429,0.05144487803587867,0.27863916543299583
97,9,386,7,295,2,796,0.0796,0.1745165185177748,0.052956390894024825,0.2785688500061105
99,9,388,7,299,2,804,0.0804,0.1754097443463115,0.052607659864901346,0.27892799494544285
99,10,391,7,302,2,811,0.0811,0.18206465407451844,0.057694928187937776,0.27924275740426596
99,10,397,8,303,2,819,0.0819,0.18136818750371864,0.05663398102167197,0.27807216374115856
101,10,406,8,310,2,837,0.0837,0.1837615325070522,0.05921196670800884,0.2785806518131448
102,10,408,8,315,2,845,0.0845,0.18740921143288006,0.0612863811783966,0.2804158942935134
102,10,413,8,318,2,853,0.0853,0.18744914067305626,0.060818792788222296,0.2810477528719508
103,10,416,8,321,2,860,0.086,0.1883061899340969,0.06056262334627124,0.2813266178808023
105,11,418,8,322,2,866,0.0866,0.1880696574403272,0.05990061447770109,0.27893721768654894
